eid	roadmap_name	encode_biosample	match_quality	assay	accession	url	ext	file_size	bio_rep	experiment	encode_phase	pipeline_version	date_created	recommended	dest_path	source
E104	Right_Atrium	right cardiac atrium	exact	DNase	ENCFF629PRO	https://www.encodeproject.org/files/ENCFF629PRO/@@download/ENCFF629PRO.bam	bam	11292034831	1	ENCSR622HTS	ENCODE4	dnase-alignment-step-v-1-0	2020-09-28T07:54:27.305887+00:00	true	data/E104_Right_Atrium/DNase/ENCFF629PRO.bam	ENCODE
E104	Right_Atrium	right cardiac atrium	exact	H3K27ac	ENCFF780PGC	https://www.encodeproject.org/files/ENCFF780PGC/@@download/ENCFF780PGC.bam	bam	2810155630	1	ENCSR074ECR	ENCODE4	chip-seq-alignment-step-v-2-0	2020-10-10T20:30:39.118159+00:00	true	data/E104_Right_Atrium/H3K27ac/ENCFF780PGC.bam	ENCODE
E104	Right_Atrium	right cardiac atrium	exact	HiC	ENCFF585UWG	https://www.encodeproject.org/files/ENCFF585UWG/@@download/ENCFF585UWG.hic	hic	6137982012	1	ENCSR173VDQ	ENCODE4	hic-diploidification-step-v-1-1	2024-09-13T08:42:25.884095+00:00	true	data/E104_Right_Atrium/HiC/ENCFF585UWG.hic	ENCODE
E105	Right_Ventricle	heart right ventricle	exact	DNase	ENCFF557XPK	https://www.encodeproject.org/files/ENCFF557XPK/@@download/ENCFF557XPK.bam	bam	13281367595	1	ENCSR746RDJ	ENCODE4	dnase-alignment-step-v-1-0	2020-11-06T18:07:58.482810+00:00	false	data/E105_Right_Ventricle/DNase/ENCFF557XPK.bam	ENCODE
E105	Right_Ventricle	heart right ventricle	exact	DNase	ENCFF788XKC	https://www.encodeproject.org/files/ENCFF788XKC/@@download/ENCFF788XKC.bam	bam	18009838097	2	ENCSR746RDJ	ENCODE4	dnase-alignment-step-v-1-0	2020-11-06T18:08:02.648838+00:00	true	data/E105_Right_Ventricle/DNase/ENCFF788XKC.bam	ENCODE
E105	Right_Ventricle	heart right ventricle	exact	H3K27ac	ENCFF041QXK	https://www.encodeproject.org/files/ENCFF041QXK/@@download/ENCFF041QXK.bam	bam	2645016558	1	ENCSR842TXG	ENCODE4	chip-seq-alignment-step-v-2-0	2022-07-20T00:56:19.114795+00:00	true	data/E105_Right_Ventricle/H3K27ac/ENCFF041QXK.bam	ENCODE
E105	Right_Ventricle	heart right ventricle	exact	HiC	ENCFF608CWF	https://www.encodeproject.org/files/ENCFF608CWF/@@download/ENCFF608CWF.hic	hic	6458666415	1	ENCSR462CIE	ENCODE4	hic-diploidification-step-v-1-1	2024-08-13T18:26:44.927762+00:00	true	data/E105_Right_Ventricle/HiC/ENCFF608CWF.hic	ENCODE
E106	Sigmoid_Colon	sigmoid colon	exact	DNase	ENCFF092HJS	https://www.encodeproject.org/files/ENCFF092HJS/@@download/ENCFF092HJS.bam	bam	13175740754	1	ENCSR462XTM	ENCODE4	dnase-alignment-step-v-1-0	2020-10-23T23:47:18.363283+00:00	true	data/E106_Sigmoid_Colon/DNase/ENCFF092HJS.bam	ENCODE
E106	Sigmoid_Colon	sigmoid colon	exact	H3K27ac	ENCFF773HIA	https://www.encodeproject.org/files/ENCFF773HIA/@@download/ENCFF773HIA.bam	bam	1918378713	1	ENCSR213SMK	ENCODE4	chip-seq-alignment-step-v-2-0	2020-12-11T21:10:02.221121+00:00	true	data/E106_Sigmoid_Colon/H3K27ac/ENCFF773HIA.bam	ENCODE
E106	Sigmoid_Colon	sigmoid colon	exact	HiC	ENCFF747EFS	https://www.encodeproject.org/files/ENCFF747EFS/@@download/ENCFF747EFS.hic	hic	7045720485	1	ENCSR123ZFD	ENCODE4	hic-diploidification-step-v-1-1	2024-09-13T08:44:15.510667+00:00	true	data/E106_Sigmoid_Colon/HiC/ENCFF747EFS.hic	ENCODE
E112	Thymus	thymus	exact	DNase	ENCFF706IXZ	https://www.encodeproject.org/files/ENCFF706IXZ/@@download/ENCFF706IXZ.bam	bam	2474606569	1	ENCSR544KDB	ENCODE4	dnase-alignment-step-v-1-0	2020-09-21T23:21:25.435137+00:00	true	data/E112_Thymus/DNase/ENCFF706IXZ.bam	ENCODE
E112	Thymus	thymus	exact	H3K27ac	ENCFF270ODA	https://www.encodeproject.org/files/ENCFF270ODA/@@download/ENCFF270ODA.bam	bam	1354331566	1	ENCSR303IKJ	ENCODE4	chip-seq-alignment-step-v-2-0	2020-08-14T22:10:44.750737+00:00	true	data/E112_Thymus/H3K27ac/ENCFF270ODA.bam	ENCODE
E112	Thymus	thymus	exact	HiC	NOT_FOUND			0	0					false		
E113	Spleen	spleen	exact	DNase	ENCFF627PAP	https://www.encodeproject.org/files/ENCFF627PAP/@@download/ENCFF627PAP.bam	bam	20317672583	1	ENCSR128GBN	ENCODE4	dnase-alignment-step-v-1-0	2020-10-06T22:40:05.917408+00:00	true	data/E113_Spleen/DNase/ENCFF627PAP.bam	ENCODE
E113	Spleen	spleen	exact	H3K27ac	ENCFF975CQD	https://www.encodeproject.org/files/ENCFF975CQD/@@download/ENCFF975CQD.bam	bam	2444331217	1	ENCSR436JNB	ENCODE4	chip-seq-alignment-step-v-2-0	2021-06-23T10:52:25.582995+00:00	true	data/E113_Spleen/H3K27ac/ENCFF975CQD.bam	ENCODE
E113	Spleen	spleen	exact	HiC	ENCFF280EYD	https://www.encodeproject.org/files/ENCFF280EYD/@@download/ENCFF280EYD.hic	hic	34845138118	1	ENCSR692QWS	ENCODE4	hic-merging-quantification-interaction-calling-step-v-1-1	2023-01-26T21:59:40.599702+00:00	true	data/E113_Spleen/HiC/ENCFF280EYD.hic	ENCODE
E114	A549	A549	exact	DNase	ENCFF995HBI	https://www.encodeproject.org/files/ENCFF995HBI/@@download/ENCFF995HBI.bam	bam	8256206864	1	ENCSR000EIE	ENCODE4	dnase-alignment-step-v-1-0	2020-11-20T17:32:20.220762+00:00	true	data/E114_A549/DNase/ENCFF995HBI.bam	ENCODE
E114	A549	A549	exact	H3K27ac	ENCFF171ZHS	https://www.encodeproject.org/files/ENCFF171ZHS/@@download/ENCFF171ZHS.bam	bam	5082467776	1	ENCSR027BPE	ENCODE4	chip-seq-alignment-step-v-2-0	2020-10-02T06:14:36.280304+00:00	true	data/E114_A549/H3K27ac/ENCFF171ZHS.bam	ENCODE
E114	A549	A549	exact	H3K27ac	ENCFF202HUD	https://www.encodeproject.org/files/ENCFF202HUD/@@download/ENCFF202HUD.bam	bam	2876208620	2	ENCSR027BPE	ENCODE4	chip-seq-alignment-step-v-2-0	2020-10-02T06:14:37.944889+00:00	false	data/E114_A549/H3K27ac/ENCFF202HUD.bam	ENCODE
E114	A549	A549	exact	H3K27ac	ENCFF670MAA	https://www.encodeproject.org/files/ENCFF670MAA/@@download/ENCFF670MAA.bam	bam	1373266061	3	ENCSR027BPE	ENCODE4	chip-seq-alignment-step-v-2-0	2020-10-02T06:14:39.446933+00:00	false	data/E114_A549/H3K27ac/ENCFF670MAA.bam	ENCODE
E114	A549	A549	exact	HiC	4DNFID68JQY9	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ae0b7513-d1a0-4f27-a9d3-348837f42cb6/4DNFID68JQY9.hic	hic	2562150817	0		4DN	Dilution Hi-C	2018-02-16T23:30:49.332830+00:00	true	data/E114_A549/HiC/4DNFID68JQY9.hic	4DN
E116	GM12878	GM12878	exact	DNase	ENCFF467CXY	https://www.encodeproject.org/files/ENCFF467CXY/@@download/ENCFF467CXY.bam	bam	2079225381	1	ENCSR000EMT	ENCODE4	dnase-alignment-step-v-1-0	2020-11-18T17:57:49.657484+00:00	false	data/E116_GM12878/DNase/ENCFF467CXY.bam	ENCODE
E116	GM12878	GM12878	exact	DNase	ENCFF940NSD	https://www.encodeproject.org/files/ENCFF940NSD/@@download/ENCFF940NSD.bam	bam	7454165894	2	ENCSR000EMT	ENCODE4	dnase-alignment-step-v-1-0	2020-11-18T17:57:51.409620+00:00	true	data/E116_GM12878/DNase/ENCFF940NSD.bam	ENCODE
E116	GM12878	GM12878	exact	H3K27ac	ENCFF645BAL	https://www.encodeproject.org/files/ENCFF645BAL/@@download/ENCFF645BAL.bam	bam	1560778025	1	ENCSR000AKC	ENCODE4	chip-seq-alignment-step-v-2-0	2020-09-30T06:27:21.587282+00:00	true	data/E116_GM12878/H3K27ac/ENCFF645BAL.bam	ENCODE
E116	GM12878	GM12878	exact	H3K27ac	ENCFF865OOP	https://www.encodeproject.org/files/ENCFF865OOP/@@download/ENCFF865OOP.bam	bam	555926038	2	ENCSR000AKC	ENCODE4	chip-seq-alignment-step-v-2-0	2020-09-30T06:27:23.641717+00:00	false	data/E116_GM12878/H3K27ac/ENCFF865OOP.bam	ENCODE
E116	GM12878	GM12878	exact	HiC	ENCFF421PYE	https://www.encodeproject.org/files/ENCFF421PYE/@@download/ENCFF421PYE.hic	hic	221133691230	0	ENCSR946AKI	ENCODE4		2025-08-26T18:37:46.404660+00:00	true	data/E116_GM12878/HiC/ENCFF421PYE.hic	ENCODE
E116	GM12878	GM12878	exact	HiC	4DNFI1UEG1HD	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a98ca64a-861a-4a8c-92e9-586af457b1fb/4DNFI1UEG1HD.hic	hic	22619979952	0		4DN	in situ Hi-C	2018-04-23T16:01:26.317920+00:00	true	data/E116_GM12878/HiC/4DNFI1UEG1HD.hic	4DN
E117	HeLa	HeLa-S3	exact	DNase	ENCFF187PXI	https://www.encodeproject.org/files/ENCFF187PXI/@@download/ENCFF187PXI.bam	bam	3024968786	1	ENCSR000EJT	ENCODE4	dnase-alignment-step-v-1-0	2020-11-20T19:34:41.850730+00:00	true	data/E117_HeLa/DNase/ENCFF187PXI.bam	ENCODE
E117	HeLa	HeLa-S3	exact	H3K27ac	ENCFF948IRM	https://www.encodeproject.org/files/ENCFF948IRM/@@download/ENCFF948IRM.bam	bam	1135100999	1	ENCSR000AOC	ENCODE4	chip-seq-alignment-step-v-2-0	2020-09-29T18:17:28.045182+00:00	false	data/E117_HeLa/H3K27ac/ENCFF948IRM.bam	ENCODE
E117	HeLa	HeLa-S3	exact	H3K27ac	ENCFF712QHJ	https://www.encodeproject.org/files/ENCFF712QHJ/@@download/ENCFF712QHJ.bam	bam	1184717417	2	ENCSR000AOC	ENCODE4	chip-seq-alignment-step-v-2-0	2020-09-29T18:17:29.947112+00:00	true	data/E117_HeLa/H3K27ac/ENCFF712QHJ.bam	ENCODE
E117	HeLa	HeLa-S3	exact	HiC	4DNFICEGAHRC	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/927aa8a5-24a5-43b7-807a-1e99ac321459/4DNFICEGAHRC.hic	hic	15570578287	0		4DN	in situ Hi-C	2018-10-21T18:34:08.750988+00:00	true	data/E117_HeLa/HiC/4DNFICEGAHRC.hic	4DN
E118	HepG2	HepG2	exact	DNase	ENCFF878RGP	https://www.encodeproject.org/files/ENCFF878RGP/@@download/ENCFF878RGP.bam	bam	2820951988	1	ENCSR000EJV	ENCODE4	dnase-alignment-step-v-1-0	2020-11-20T17:15:31.501331+00:00	true	data/E118_HepG2/DNase/ENCFF878RGP.bam	ENCODE
E118	HepG2	HepG2	exact	H3K27ac	ENCFF383AXK	https://www.encodeproject.org/files/ENCFF383AXK/@@download/ENCFF383AXK.bam	bam	273624063	1	ENCSR000AMO	ENCODE4	chip-seq-alignment-step-v-2-0	2022-06-14T16:52:10.398188+00:00	false	data/E118_HepG2/H3K27ac/ENCFF383AXK.bam	ENCODE
E118	HepG2	HepG2	exact	H3K27ac	ENCFF179RTG	https://www.encodeproject.org/files/ENCFF179RTG/@@download/ENCFF179RTG.bam	bam	420207034	2	ENCSR000AMO	ENCODE4	chip-seq-alignment-step-v-2-0	2022-06-14T16:52:11.845767+00:00	false	data/E118_HepG2/H3K27ac/ENCFF179RTG.bam	ENCODE
E118	HepG2	HepG2	exact	H3K27ac	ENCFF490KFG	https://www.encodeproject.org/files/ENCFF490KFG/@@download/ENCFF490KFG.bam	bam	3018689111	3	ENCSR000AMO	ENCODE4	chip-seq-alignment-step-v-2-0	2022-06-14T16:52:14.389542+00:00	true	data/E118_HepG2/H3K27ac/ENCFF490KFG.bam	ENCODE
E118	HepG2	HepG2	exact	HiC	ENCFF805ALH	https://www.encodeproject.org/files/ENCFF805ALH/@@download/ENCFF805ALH.hic	hic	20390341880	3	ENCSR675PUL	ENCODE4		2023-11-30T10:19:25.355777+00:00	true	data/E118_HepG2/HiC/ENCFF805ALH.hic	ENCODE
E118	HepG2	HepG2	exact	HiC	4DNFICSTCJQZ	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/25104375-a588-46e6-a382-663cee6c332f/4DNFICSTCJQZ.hic	hic	14732267572	0		4DN	in situ Hi-C	2018-10-21T18:33:25.099784+00:00	true	data/E118_HepG2/HiC/4DNFICSTCJQZ.hic	4DN
E119	HMEC	mammary epithelial cell	close	DNase	ENCFF037PGN	https://www.encodeproject.org/files/ENCFF037PGN/@@download/ENCFF037PGN.bam	bam	7374449029	1	ENCSR817ALC	ENCODE4	dnase-alignment-step-v-1-0	2021-10-18T18:36:10.540522+00:00	true	data/E119_HMEC/DNase/ENCFF037PGN.bam	ENCODE
E119	HMEC	mammary epithelial cell	close	H3K27ac	ENCFF112MQP	https://www.encodeproject.org/files/ENCFF112MQP/@@download/ENCFF112MQP.bam	bam	812857171	1	ENCSR000ALW	ENCODE4	chip-seq-alignment-step-v-2-0	2020-09-30T05:44:38.350667+00:00	true	data/E119_HMEC/H3K27ac/ENCFF112MQP.bam	ENCODE
E119	HMEC	mammary epithelial cell	close	H3K27ac	ENCFF041ROD	https://www.encodeproject.org/files/ENCFF041ROD/@@download/ENCFF041ROD.bam	bam	587869952	2	ENCSR000ALW	ENCODE4	chip-seq-alignment-step-v-2-0	2020-09-30T05:44:40.244498+00:00	false	data/E119_HMEC/H3K27ac/ENCFF041ROD.bam	ENCODE
E119	HMEC	mammary epithelial cell	close	HiC	ENCFF039SIJ	https://www.encodeproject.org/files/ENCFF039SIJ/@@download/ENCFF039SIJ.hic	hic	5796299950	1	ENCSR707XVJ	ENCODE4	hic-diploidification-step-v-1-1	2022-11-01T04:55:06.131853+00:00	true	data/E119_HMEC/HiC/ENCFF039SIJ.hic	ENCODE
E120	HSMM	skeletal muscle myoblast	close	DNase	ENCFF253FMQ	https://www.encodeproject.org/files/ENCFF253FMQ/@@download/ENCFF253FMQ.bam	bam	49945121409	1	ENCSR000EOO	ENCODE4	dnase-alignment-step-v-1-0	2020-11-18T18:18:53.649062+00:00	true	data/E120_HSMM/DNase/ENCFF253FMQ.bam	ENCODE
E120	HSMM	skeletal muscle myoblast	close	DNase	ENCFF372SZT	https://www.encodeproject.org/files/ENCFF372SZT/@@download/ENCFF372SZT.bam	bam	2945700325	2	ENCSR000EOO	ENCODE4	dnase-alignment-step-v-1-0	2020-11-18T18:18:55.777359+00:00	false	data/E120_HSMM/DNase/ENCFF372SZT.bam	ENCODE
E120	HSMM	skeletal muscle myoblast	close	H3K27ac	ENCFF899LQA	https://www.encodeproject.org/files/ENCFF899LQA/@@download/ENCFF899LQA.bam	bam	876438999	1	ENCSR000ANF	ENCODE4	chip-seq-alignment-step-v-2-0	2020-09-30T05:16:36.593836+00:00	true	data/E120_HSMM/H3K27ac/ENCFF899LQA.bam	ENCODE
E120	HSMM	skeletal muscle myoblast	close	H3K27ac	ENCFF702NBI	https://www.encodeproject.org/files/ENCFF702NBI/@@download/ENCFF702NBI.bam	bam	844724698	2	ENCSR000ANF	ENCODE4	chip-seq-alignment-step-v-2-0	2020-09-30T05:16:38.664606+00:00	false	data/E120_HSMM/H3K27ac/ENCFF702NBI.bam	ENCODE
E120	HSMM	skeletal muscle myoblast	close	HiC	NOT_FOUND			0	0					false		
E122	HUVEC	endothelial cell of umbilical vein	close	DNase	ENCFF309JXB	https://www.encodeproject.org/files/ENCFF309JXB/@@download/ENCFF309JXB.bam	bam	1708935246	1	ENCSR000EKF	ENCODE4	dnase-alignment-step-v-1-0	2020-11-20T17:11:38.527091+00:00	true	data/E122_HUVEC/DNase/ENCFF309JXB.bam	ENCODE
E122	HUVEC	endothelial cell of umbilical vein	close	H3K27ac	ENCFF228PAD	https://www.encodeproject.org/files/ENCFF228PAD/@@download/ENCFF228PAD.bam	bam	1148045845	1	ENCSR000ALB	ENCODE4	chip-seq-alignment-step-v-2-0	2020-09-30T06:02:52.942197+00:00	true	data/E122_HUVEC/H3K27ac/ENCFF228PAD.bam	ENCODE
E122	HUVEC	endothelial cell of umbilical vein	close	H3K27ac	ENCFF034UBN	https://www.encodeproject.org/files/ENCFF034UBN/@@download/ENCFF034UBN.bam	bam	839604287	2	ENCSR000ALB	ENCODE4	chip-seq-alignment-step-v-2-0	2020-09-30T06:02:54.618529+00:00	false	data/E122_HUVEC/H3K27ac/ENCFF034UBN.bam	ENCODE
E122	HUVEC	endothelial cell of umbilical vein	close	HiC	ENCFF091YKP	https://www.encodeproject.org/files/ENCFF091YKP/@@download/ENCFF091YKP.hic	hic	6663437113	1	ENCSR788FBI	ENCODE4	hic-diploidification-step-v-1-1	2022-11-04T04:12:22.269852+00:00	true	data/E122_HUVEC/HiC/ENCFF091YKP.hic	ENCODE
E122	HUVEC	endothelial cell of umbilical vein	close	HiC	4DNFIAWVDQ8C	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/dd3999f5-b36e-4154-a6b9-446656959a3a/4DNFIAWVDQ8C.hic	hic	2349544095	0		4DN	in situ Hi-C	2018-02-14T05:45:22.826968+00:00	true	data/E122_HUVEC/HiC/4DNFIAWVDQ8C.hic	4DN
E123	K562	K562	exact	DNase	ENCFF987IUK	https://www.encodeproject.org/files/ENCFF987IUK/@@download/ENCFF987IUK.bam	bam	22618360899	1	ENCSR000EKS	ENCODE4	dnase-alignment-step-v-1-0	2020-11-22T08:12:24.262549+00:00	true	data/E123_K562/DNase/ENCFF987IUK.bam	ENCODE
E123	K562	K562	exact	H3K27ac	ENCFF867JTP	https://www.encodeproject.org/files/ENCFF867JTP/@@download/ENCFF867JTP.bam	bam	998478741	1	ENCSR000AKP	ENCODE4	chip-seq-alignment-step-v-2-0	2022-06-14T16:57:22.530880+00:00	false	data/E123_K562/H3K27ac/ENCFF867JTP.bam	ENCODE
E123	K562	K562	exact	H3K27ac	ENCFF423WAK	https://www.encodeproject.org/files/ENCFF423WAK/@@download/ENCFF423WAK.bam	bam	631542398	2	ENCSR000AKP	ENCODE4	chip-seq-alignment-step-v-2-0	2022-06-14T16:57:23.963127+00:00	false	data/E123_K562/H3K27ac/ENCFF423WAK.bam	ENCODE
E123	K562	K562	exact	H3K27ac	ENCFF353PVU	https://www.encodeproject.org/files/ENCFF353PVU/@@download/ENCFF353PVU.bam	bam	3104359947	3	ENCSR000AKP	ENCODE4	chip-seq-alignment-step-v-2-0	2022-06-14T16:57:27.259415+00:00	true	data/E123_K562/H3K27ac/ENCFF353PVU.bam	ENCODE
E123	K562	K562	exact	HiC	ENCFF822UUX	https://www.encodeproject.org/files/ENCFF822UUX/@@download/ENCFF822UUX.hic	hic	32155810430	9	ENCSR408AJG	ENCODE4		2024-08-19T05:20:15.390659+00:00	true	data/E123_K562/HiC/ENCFF822UUX.hic	ENCODE
E123	K562	K562	exact	HiC	4DNFITUOMFUQ	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/dcfcb009-f006-4ab8-a4c7-af72be58c12c/4DNFITUOMFUQ.hic	hic	6731390996	0		4DN	in situ Hi-C	2018-03-01T20:15:40.909963+00:00	true	data/E123_K562/HiC/4DNFITUOMFUQ.hic	4DN
E127	NHEK	keratinocyte	close	DNase	ENCFF478FRB	https://www.encodeproject.org/files/ENCFF478FRB/@@download/ENCFF478FRB.bam	bam	2404225843	1	ENCSR000ELH	ENCODE4	dnase-alignment-step-v-1-0	2020-11-20T17:00:40.128156+00:00	true	data/E127_NHEK/DNase/ENCFF478FRB.bam	ENCODE
E127	NHEK	keratinocyte	close	H3K27ac	ENCFF660FOQ	https://www.encodeproject.org/files/ENCFF660FOQ/@@download/ENCFF660FOQ.bam	bam	1269974180	1	ENCSR000ALK	ENCODE4	chip-seq-alignment-step-v-2-0	2020-09-30T05:57:55.399097+00:00	true	data/E127_NHEK/H3K27ac/ENCFF660FOQ.bam	ENCODE
E127	NHEK	keratinocyte	close	H3K27ac	ENCFF299ZJS	https://www.encodeproject.org/files/ENCFF299ZJS/@@download/ENCFF299ZJS.bam	bam	493081782	2	ENCSR000ALK	ENCODE4	chip-seq-alignment-step-v-2-0	2020-09-30T05:57:57.467914+00:00	false	data/E127_NHEK/H3K27ac/ENCFF299ZJS.bam	ENCODE
E127	NHEK	keratinocyte	close	HiC	4DNFIL9M97T2	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/76968cc8-fb9f-485b-85b2-c9289067194b/4DNFIL9M97T2.hic	hic	6326069601	0		4DN	in situ Hi-C	2018-03-26T05:14:44.903964+00:00	true	data/E127_NHEK/HiC/4DNFIL9M97T2.hic	4DN
E128	NHLF	fibroblast of lung	close	DNase	ENCFF237FTW	https://www.encodeproject.org/files/ENCFF237FTW/@@download/ENCFF237FTW.bam	bam	23981910752	1	ENCSR000EPR	ENCODE4	dnase-alignment-step-v-1-0	2021-02-08T18:41:38.634572+00:00	true	data/E128_NHLF/DNase/ENCFF237FTW.bam	ENCODE
E128	NHLF	fibroblast of lung	close	DNase	ENCFF807OQU	https://www.encodeproject.org/files/ENCFF807OQU/@@download/ENCFF807OQU.bam	bam	2276747074	2	ENCSR000EPR	ENCODE4	dnase-alignment-step-v-1-0	2021-02-08T18:41:40.248574+00:00	false	data/E128_NHLF/DNase/ENCFF807OQU.bam	ENCODE
E128	NHLF	fibroblast of lung	close	H3K27ac	ENCFF174VQX	https://www.encodeproject.org/files/ENCFF174VQX/@@download/ENCFF174VQX.bam	bam	483491595	1	ENCSR000AMR	ENCODE4	chip-seq-alignment-step-v-2-0	2020-08-14T06:54:11.082234+00:00	true	data/E128_NHLF/H3K27ac/ENCFF174VQX.bam	ENCODE
E128	NHLF	fibroblast of lung	close	H3K27ac	ENCFF960VIQ	https://www.encodeproject.org/files/ENCFF960VIQ/@@download/ENCFF960VIQ.bam	bam	467952002	2	ENCSR000AMR	ENCODE4	chip-seq-alignment-step-v-2-0	2020-08-14T06:54:12.566217+00:00	false	data/E128_NHLF/H3K27ac/ENCFF960VIQ.bam	ENCODE
E128	NHLF	fibroblast of lung	close	HiC	NOT_FOUND			0	0					false		
